"Destination English Name","Country","State/Provence","Nearest City","Destination Official Name"
"Alexandra","South Africa","","Alexandra","Alexandra"
"Germiston","South Africa","","Germiston","Germiston"
"Springs","South Africa","","Springs","Springs"
"Alberton","South Africa","","Alberton","Alberton"
"Alice","South Africa","","Alice","Alice"
"Alrode","South Africa","","Alrode","Alrode"
"Amanzimtoti","South Africa","","Amanzimtoti","Amanzimtoti"
"Ashton","South Africa","","Ashton","Ashton"
"Atlantis","South Africa","","Atlantis","Atlantis"
"Balfour","South Africa","","Balfour","Balfour"
"Bathurst","South Africa","","Bathurst","Bathurst"
"Beaufort West","South Africa","","Beaufort West","Beaufort West"
"Bedfordview","South Africa","","Bedfordview","Bedfordview"
"Belhar","South Africa","","Belhar","Belhar"
"Bellville","South Africa","","Bellville","Bellville"
"Bergvliet","South Africa","","Bergvliet","Bergvliet"
"Bethal","South Africa","","Bethal","Bethal"
"Bethlehem","South Africa","","Bethlehem","Bethlehem"
"Bothasig","South Africa","","Bothasig","Bothasig"
"Braamfontein","South Africa","","Braamfontein","Braamfontein"
"Brackenfell","South Africa","","Brackenfell","Brackenfell"
"Brakpan","South Africa","","Brakpan","Brakpan"
"Bredasdorp","South Africa","","Bredasdorp","Bredasdorp"
"Brits","South Africa","","Brits","Brits"
"Bronkhorstspruit","South Africa","","Bronkhorstspruit","Bronkhorstspruit"
"Corbeta Uruguay base (settlement)","South Georgia","","Corbeta Uruguay base (settlement)","Corbeta Uruguay base (settlement)"
"Godthul (settlement)","South Georgia","","Godthul (settlement)","Godthul (settlement)"
"Andong","South Korea","","Andong","Andong"
"Ansan-si","South Korea","","Ansan-si","Ansan-si"
"Anseong","South Korea","","Anseong","Anseong"
"Anyang-si","South Korea","","Anyang-si","Anyang-si"
"Asan","South Korea","","Asan","Asan"
"Bucheon-si","South Korea","","Bucheon-si","Bucheon-si"
"Busan","South Korea","","Busan","Busan"
"Changwon","South Korea","","Changwon","Changwon"
"Cheonan","South Korea","","Cheonan","Cheonan"
"Cheongju-si","South Korea","","Cheongju-si","Cheongju-si"
"Chilgok","South Korea","","Chilgok","Chilgok"
"Chuncheon","South Korea","","Chuncheon","Chuncheon"
"Chungju","South Korea","","Chungju","Chungju"
"Chungnim","South Korea","","Chungnim","Chungnim"
"Daegu","South Korea","","Daegu","Daegu"
"Daejeon","South Korea","","Daejeon","Daejeon"
"Deokjin","South Korea","","Deokjin","Deokjin"
"Duchon","South Korea","","Duchon","Duchon"
"Gangneung","South Korea","","Gangneung","Gangneung"
"Gimhae","South Korea","","Gimhae","Gimhae"
"Gongju","South Korea","","Gongju","Gongju"
"Gumi","South Korea","","Gumi","Gumi"
"Gunnae","South Korea","","Gunnae","Gunnae"
"Gwangju","South Korea","","Gwangju","Gwangju"
"Gwangmyeong","South Korea","","Gwangmyeong","Gwangmyeong"
"Gyeongju","South Korea","","Gyeongju","Gyeongju"
"Gyeongsan-si","South Korea","","Gyeongsan-si","Gyeongsan-si"
"Juba","South Sudan","","Juba","Juba"
"Barcelona","Spain","Catalonia","Barcelona","Barcelona"
"Madrid","Spain","Community of Madrid","Madrid","Madrid"
"Seville","Spain","Andalusia","Seville","Seville"
"Valencia","Spain","Valencian Community","Valencia","Valencia"
"Granada","Spain","Andalusia","Granada","Granada"
"Mallorca","Spain","Balearic Islands","Palma","Mallorca"
"San Sebastian","Spain","Basque Country","San Sebastian","San Sebastian"
"Cordoba","Spain","Andalusia","Cordoba","Cordoba"
"Santiago de Compostela","Spain","Galicia","Santiago de Compostela","Santiago de Compostela"
"Ibiza","Spain","Balearic Islands","Ibiza Town","Ibiza"
"Canary Islands","Spain","Canary Islands","Las Palmas","Canary Islands"
"Bilbao","Spain","Basque Country","Bilbao","Bilbao"
"Zaragoza","Spain","","Zaragoza","Zaragoza"
"Málaga","Spain","","Málaga","Málaga"
"Murcia","Spain","","Murcia","Murcia"
"Palma de Mallorca","Spain","","Palma de Mallorca","Palma de Mallorca"
"Palma","Spain","","Palma","Palma"
"Palmas de Gran Canaria","Spain","","Palmas de Gran Canaria","Palmas de Gran Canaria"
"Las Palmas de Gran Canaria","Spain","","Las Palmas de Gran Canaria","Las Palmas de Gran Canaria"
"Alicante","Spain","","Alicante","Alicante"
"Valladolid","Spain","","Valladolid","Valladolid"
"Vigo","Spain","","Vigo","Vigo"
"Gijón","Spain","","Gijón","Gijón"
"Hospitalet de Llobregat","Spain","","Hospitalet de Llobregat","Hospitalet de Llobregat"
"A Coruña","Spain","","A Coruña","A Coruña"
"La Coruña","Spain","","La Coruña","La Coruña"
"Vitoria-Gasteiz","Spain","","Vitoria-Gasteiz","Vitoria-Gasteiz"
"Elche","Spain","","Elche","Elche"
"Oviedo","Spain","","Oviedo","Oviedo"
"Badalona","Spain","","Badalona","Badalona"
"Terrassa","Spain","","Terrassa","Terrassa"
"Jérez de la Frontera","Spain","","Jérez de la Frontera","Jérez de la Frontera"
"Sabadell","Spain","","Sabadell","Sabadell"
"Santa Cruz de Tenerife","Spain","","Santa Cruz de Tenerife","Santa Cruz de Tenerife"
"Móstoles","Spain","","Móstoles","Móstoles"
"Alcalá de Henares","Spain","","Alcalá de Henares","Alcalá de Henares"
"Fuenlabrada","Spain","","Fuenlabrada","Fuenlabrada"
"Pamplona","Spain","","Pamplona","Pamplona"
"Almería","Spain","","Almería","Almería"
"Leganés","Spain","","Leganés","Leganés"
"Donostia - San Sebastián","Spain","","Donostia - San Sebastián","Donostia - San Sebastián"
"Castellón de la Plana","Spain","","Castellón de la Plana","Castellón de la Plana"
"Burgos","Spain","","Burgos","Burgos"
"Santander","Spain","","Santander","Santander"
"Albacete","Spain","","Albacete","Albacete"
"Getafe","Spain","","Getafe","Getafe"
"Alcorcón","Spain","","Alcorcón","Alcorcón"
"Logroño","Spain","","Logroño","Logroño"
"San Cristóbal de La Laguna","Spain","","San Cristóbal de La Laguna","San Cristóbal de La Laguna"
"Badajoz","Spain","","Badajoz","Badajoz"
"Huelva","Spain","","Huelva","Huelva"
"Marbella","Spain","","Marbella","Marbella"
"Lleida","Spain","","Lleida","Lleida"
"Tarragona","Spain","","Tarragona","Tarragona"
"Dos Hermanas","Spain","","Dos Hermanas","Dos Hermanas"
"Parla","Spain","","Parla","Parla"
"Torrejón de Ardoz","Spain","","Torrejón de Ardoz","Torrejón de Ardoz"
"Mataró","Spain","","Mataró","Mataró"
"Cádiz","Spain","","Cádiz","Cádiz"
"Santa Coloma de Gramanet","Spain","","Santa Coloma de Gramanet","Santa Coloma de Gramanet"
"Jaén","Spain","","Jaén","Jaén"
"Algeciras","Spain","","Algeciras","Algeciras"
"Sri Jayawardenepura Kotte","Sri Lanka","","Sri Jayawardenepura Kotte","COLOMBO"
"Dehiwala-Mount Lavinia","Sri Lanka","","Dehiwala-Mount Lavinia","Dehiwala-Mount Lavinia"
"Moratuwa","Sri Lanka","","Moratuwa","Moratuwa"
"Negombo","Sri Lanka","","Negombo","Negombo"
"Sri Jayawardanapura Kotte","Sri Lanka","","Sri Jayawardanapura Kotte","Sri Jayawardanapura Kotte"
"Kandy","Sri Lanka","","Kandy","Kandy"
"Badulla","Sri Lanka","","Badulla","Badulla"
"Battaramulla South","Sri Lanka","","Battaramulla South","Battaramulla South"
"Biyagama","Sri Lanka","","Biyagama","Biyagama"
"Boralesgamuwa South","Sri Lanka","","Boralesgamuwa South","Boralesgamuwa South"
"Dehiwala","Sri Lanka","","Dehiwala","Dehiwala"
"Eppawala","Sri Lanka","","Eppawala","Eppawala"
"Gampaha","Sri Lanka","","Gampaha","Gampaha"
"Gangodawila North","Sri Lanka","","Gangodawila North","Gangodawila North"
"Hekitta","Sri Lanka","","Hekitta","Hekitta"
"Homagama","Sri Lanka","","Homagama","Homagama"
"Kaduwela","Sri Lanka","","Kaduwela","Kaduwela"
"Juba","Sudan","","Juba","Juba"
"Wau","Sudan","","Wau","Wau"
"Malakal","Sudan","","Malakal","Malakal"
"Kassala","Sudan","","Kassala","Kassala"
"Khartoum","Sudan","","Khartoum","Khartoum"
"Nyala","Sudan","","Nyala","Nyala"
"Shendi","Sudan","","Shendi","Shendi"
"Thabit","Sudan","","Thabit","Thabit"
"Umm Durman","Sudan","","Umm Durman","Umm Durman"
"Al Hasaheisa","Sudan","","Al Hasaheisa","Al Hasaheisa"
"Al Hilāliyya","Sudan","","Al Hilāliyya","Al Hilāliyya"
"Al Kiremit al ‘Arakiyyīn","Sudan","","Al Kiremit al ‘Arakiyyīn","Al Kiremit al ‘Arakiyyīn"
"Al Manāqil","Sudan","","Al Manāqil","Al Manāqil"
"Al Masallamiyya","Sudan","","Al Masallamiyya","Al Masallamiyya"
"Wad Medani","Sudan","","Wad Medani","Wad Medani"
"Wad Rāwah","Sudan","","Wad Rāwah","Wad Rāwah"
"Al Ḩawātah","Sudan","","Al Ḩawātah","Al Ḩawātah"
"Al Qadarif","Sudan","","Al Qadarif","Al Qadarif"
"Doka","Sudan","","Doka","Doka"
"Ad-Damazin","Sudan","","Ad-Damazin","Ad-Damazin"
"Ar Ruseris","Sudan","","Ar Ruseris","Ar Ruseris"
"Kurmuk","Sudan","","Kurmuk","Kurmuk"
"Zalingei","Sudan","","Zalingei","Zalingei"
"El Daein","Sudan","","El Daein","El Daein"
"Aroma","Sudan","","Aroma","Aroma"
"Wagar","Sudan","","Wagar","Wagar"
"Omdurman","Sudan","","Omdurman","Omdurman"
"El Fasher","Sudan","","El Fasher","El Fasher"
"Kutum","Sudan","","Kutum","Kutum"
"Umm Kaddadah","Sudan","","Umm Kaddadah","Umm Kaddadah"
"Ar Rahad","Sudan","","Ar Rahad","Ar Rahad"
"Bārah","Sudan","","Bārah","Bārah"
"El Obeid","Sudan","","El Obeid","El Obeid"
"Umm Ruwaba","Sudan","","Umm Ruwaba","Umm Ruwaba"
"Ad Dabbah","Sudan","","Ad Dabbah","Ad Dabbah"
"Argo","Sudan","","Argo","Argo"
"Dongola","Sudan","","Dongola","Dongola"
"Karmah an Nuzul","Sudan","","Karmah an Nuzul","Karmah an Nuzul"
"Kuraymah","Sudan","","Kuraymah","Kuraymah"
"Merowe","Sudan","","Merowe","Merowe"
"PARAMARIBO","Suriname","","PARAMARIBO","PARAMARIBO"
"Botopasi","Suriname","","Botopasi","Botopasi"
"Brownsweg","Suriname","","Brownsweg","Brownsweg"
"Friendship","Suriname","","Friendship","Friendship"
"Groningen","Suriname","","Groningen","Groningen"
"Moengo","Suriname","","Moengo","Moengo"
"Nieuw Amsterdam","Suriname","","Nieuw Amsterdam","Nieuw Amsterdam"
"Onverwacht","Suriname","","Onverwacht","Onverwacht"
"Totness","Suriname","","Totness","Totness"
"Brokopondo","Suriname","","Brokopondo","Brokopondo"
"Mariënburg","Suriname","","Mariënburg","Mariënburg"
"Albina","Suriname","","Albina","Albina"
"Nieuw Nickerie","Suriname","","Nieuw Nickerie","Nieuw Nickerie"
"Longyearbyen","Svalbard and Jan Mayen","","Longyearbyen","Longyearbyen"
"STOCKHOLM","Sweden","","STOCKHOLM","STOCKHOLM"
"Göteborg","Sweden","","Göteborg","Göteborg"
"Malmö","Sweden","","Malmö","Malmö"
"Uppsala","Sweden","","Uppsala","Uppsala"
"Linköping","Sweden","","Linköping","Linköping"
"Västerås","Sweden","","Västerås","Västerås"
"Orebro","Sweden","","Orebro","Orebro"
"Norrköping","Sweden","","Norrköping","Norrköping"
"Helsingborg","Sweden","","Helsingborg","Helsingborg"
"Jönköping","Sweden","","Jönköping","Jönköping"
"Umeå","Sweden","","Umeå","Umeå"
"Aby","Sweden","","Aby","Aby"
"AElmhult","Sweden","","AElmhult","AElmhult"
"AElvdalen","Sweden","","AElvdalen","AElvdalen"
"AElvkarleby","Sweden","","AElvkarleby","AElvkarleby"
"AElvsbyn","Sweden","","AElvsbyn","AElvsbyn"
"Agnesberg","Sweden","","Agnesberg","Agnesberg"
"Agunnaryd","Sweden","","Agunnaryd","Agunnaryd"
"Akarp","Sweden","","Akarp","Akarp"
"Akers Styckebruk","Sweden","","Akers Styckebruk","Akers Styckebruk"
"Akersberga","Sweden","","Akersberga","Akersberga"
"Alafors","Sweden","","Alafors","Alafors"
"Alandsbro","Sweden","","Alandsbro","Alandsbro"
"Aled","Sweden","","Aled","Aled"
"Alem","Sweden","","Alem","Alem"
"Alfta","Sweden","","Alfta","Alfta"
"Alingsas","Sweden","","Alingsas","Alingsas"
"Zürich","Switzerland","","Zürich","Zürich"
"Genève","Switzerland","","Genève","Genève"
"Bâle","Switzerland","","Bâle","Bâle"
"Lausanne","Switzerland","","Lausanne","Lausanne"
"Bern","Switzerland","","Bern","BERNE"
"Winterthur","Switzerland","","Winterthur","Winterthur"
"Luzern","Switzerland","","Luzern","Luzern"
"St. Gallen","Switzerland","","St. Gallen","St. Gallen"
"Lugano","Switzerland","","Lugano","Lugano"
"Fribourg","Switzerland","","Fribourg","Fribourg"
"Baden-Brugg","Switzerland","","Baden-Brugg","Baden-Brugg"
"Olten-Zofingen","Switzerland","","Olten-Zofingen","Olten-Zofingen"
"Zug","Switzerland","","Zug","Zug"
"Aadorf","Switzerland","","Aadorf","Aadorf"
"Aarau","Switzerland","","Aarau","Aarau"
"Aarberg","Switzerland","","Aarberg","Aarberg"
"Aarburg","Switzerland","","Aarburg","Aarburg"
"Abtwil","Switzerland","","Abtwil","Abtwil"
"Adelboden","Switzerland","","Adelboden","Adelboden"
"Adligenswil","Switzerland","","Adligenswil","Adligenswil"
"Adliswil","Switzerland","","Adliswil","Adliswil"
"Aesch","Switzerland","","Aesch","Aesch"
"Aeschau","Switzerland","","Aeschau","Aeschau"
"Aeschlen ob Gunten","Switzerland","","Aeschlen ob Gunten","Aeschlen ob Gunten"
"Aettenschwil","Switzerland","","Aettenschwil","Aettenschwil"
"Aeugst am Albis","Switzerland","","Aeugst am Albis","Aeugst am Albis"
"Affoltern am Albis","Switzerland","","Affoltern am Albis","Affoltern am Albis"
"Agno","Switzerland","","Agno","Agno"
"Agra","Switzerland","","Agra","Agra"
"Aigle","Switzerland","","Aigle","Aigle"
"Airolo","Switzerland","","Airolo","Airolo"
"Alberswil","Switzerland","","Alberswil","Alberswil"
"Albligen","Switzerland","","Albligen","Albligen"
"Alchenstorf","Switzerland","","Alchenstorf","Alchenstorf"
"Al Hasakah","Syria","","Al Hasakah","Al Hasakah"
"Al Ladhiqiyah","Syria","","Al Ladhiqiyah","Al Ladhiqiyah"
"Al Qunaytirah","Syria","","Al Qunaytirah","Al Qunaytirah"
"Ar Raqqah","Syria","","Ar Raqqah","Ar Raqqah"
"As Suwayda'","Syria","","As Suwayda'","As Suwayda'"
"Dar'a","Syria","","Dar'a","Dar'a"
"Dayr az Zawr","Syria","","Dayr az Zawr","Dayr az Zawr"
"Dimashq","Syria","","Dimashq","Dimashq"
"Halab","Syria","","Halab","Halab"
"Hamah","Syria","","Hamah","Hamah"
"Hims","Syria","","Hims","Hims"
"Idlib","Syria","","Idlib","Idlib"
"Rif Dimashq","Syria","","Rif Dimashq","Rif Dimashq"
"Tartus","Syria","","Tartus","Tartus"
"Ad Darbāsīyah","Syria","","Ad Darbāsīyah","Ad Darbāsīyah"
"Al Ḩasakah","Syria","","Al Ḩasakah","Al Ḩasakah"
"Al Mālikīyah","Syria","","Al Mālikīyah","Al Mālikīyah"
"Al Qāmishlī","Syria","","Al Qāmishlī","Al Qāmishlī"
"Al-Malikiyah District","Syria","","Al-Malikiyah District","Al-Malikiyah District"
"Amude","Syria","","Amude","Amude"
"Al-Thawrah District","Syria","","Al-Thawrah District","Al-Thawrah District"
"Ar-Raqqah District","Syria","","Ar-Raqqah District","Ar-Raqqah District"
"Ath Thawrah","Syria","","Ath Thawrah","Ath Thawrah"
"Tall Abyaḑ","Syria","","Tall Abyaḑ","Tall Abyaḑ"
"Tell Abyad District","Syria","","Tell Abyad District","Tell Abyad District"
"‘Afrīn","Syria","","‘Afrīn","‘Afrīn"
"Budai","Taiwan","","Budai","Budai"
"Caogang","Taiwan","","Caogang","Caogang"
"Chang-hua","Taiwan","","Chang-hua","Chang-hua"
"Checheng","Taiwan","","Checheng","Checheng"
"Chiayi","Taiwan","","Chiayi","Chiayi"
"Dahu","Taiwan","","Dahu","Dahu"
"Douliu","Taiwan","","Douliu","Douliu"
"Erlin","Taiwan","","Erlin","Erlin"
"Fanlu","Taiwan","","Fanlu","Fanlu"
"Fengshan","Taiwan","","Fengshan","Fengshan"
"Gangshan","Taiwan","","Gangshan","Gangshan"
"Dushanbe","Tajikistan","","Dushanbe","Dushanbe"
"Dar es Salaam","Tanzania","","Dar es Salaam","Dar es Salaam"
"Mwanza","Tanzania","","Mwanza","Mwanza"
"DODOMA","Tanzania","","DODOMA","DODOMA"
"Tanga","Tanzania","","Tanga","Tanga"
"Zanzibar","Tanzania","","Zanzibar","Zanzibar"
"Mbeya","Tanzania","","Mbeya","Mbeya"
"Arusha","Tanzania","","Arusha","Arusha"
"Morogoro","Tanzania","","Morogoro","Morogoro"
"Shinyanga","Tanzania","","Shinyanga","Shinyanga"
"Bukoba","Tanzania","","Bukoba","Bukoba"
"Njombe","Tanzania","","Njombe","Njombe"
"Raha","Tanzania","","Raha","Raha"
"Kingori","Tanzania","","Kingori","Kingori"
"Kiratu","Tanzania","","Kiratu","Kiratu"
"Longido","Tanzania","","Longido","Longido"
"Mbuguni","Tanzania","","Mbuguni","Mbuguni"
"Merelani","Tanzania","","Merelani","Merelani"
"Meru","Tanzania","","Meru","Meru"
"Monduli","Tanzania","","Monduli","Monduli"
"Mto wa Mbu","Tanzania","","Mto wa Mbu","Mto wa Mbu"
"Namanga","Tanzania","","Namanga","Namanga"
"Ngorongoro","Tanzania","","Ngorongoro","Ngorongoro"
"Nkoaranga","Tanzania","","Nkoaranga","Nkoaranga"
"Poli","Tanzania","","Poli","Poli"
"Usa River","Tanzania","","Usa River","Usa River"
"Magomeni","Tanzania","","Magomeni","Magomeni"
"Kibakwe","Tanzania","","Kibakwe","Kibakwe"
"Kisasa","Tanzania","","Kisasa","Kisasa"
"Kondoa","Tanzania","","Kondoa","Kondoa"
"Kongwa","Tanzania","","Kongwa","Kongwa"
"Mpwapwa","Tanzania","","Mpwapwa","Mpwapwa"
"Msanga","Tanzania","","Msanga","Msanga"
"Buseresere","Tanzania","","Buseresere","Buseresere"
"Chato","Tanzania","","Chato","Chato"
"Geita","Tanzania","","Geita","Geita"
"Kasamwa","Tanzania","","Kasamwa","Kasamwa"
"Katoro","Tanzania","","Katoro","Katoro"
"Bangkok","Thailand","Bangkok","Bangkok","Bangkok"
"Chiang Mai","Thailand","Chiang Mai","Chiang Mai","Chiang Mai"
"Phuket","Thailand","Phuket","Phuket City","Phuket"
"Krabi","Thailand","Krabi","Krabi","Krabi"
"Koh Samui","Thailand","Surat Thani","Chaweng","Koh Samui"
"Ayutthaya","Thailand","Phra Nakhon Si Ayutthaya","Ayutthaya","Ayutthaya"
"Pattaya","Thailand","Chonburi","Pattaya","Pattaya"
"Khao Sok National Park","Thailand","Surat Thani","Khao Sok","Khao Sok National Park"
"Pai","Thailand","Mae Hong Son","Pai","Pai"
"Koh Phi Phi","Thailand","Krabi","Phi Phi Don","Koh Phi Phi"
"Chon Buri","Thailand","","Chon Buri","Chon Buri"
"Samut Prakan","Thailand","","Samut Prakan","Samut Prakan"
"Songkhla","Thailand","","Songkhla","Songkhla"
"Nonthaburi","Thailand","","Nonthaburi","Nonthaburi"
"Pathum Thani","Thailand","","Pathum Thani","Pathum Thani"
"Khon Kaen","Thailand","","Khon Kaen","Khon Kaen"
"Nakhon Ratchasima","Thailand","","Nakhon Ratchasima","Nakhon Ratchasima"
"Udon Thani","Thailand","","Udon Thani","Udon Thani"
"Samut Sakhon","Thailand","","Samut Sakhon","Samut Sakhon"
"Chiang Rai","Thailand","","Chiang Rai","Chiang Rai"
"Rayong","Thailand","","Rayong","Rayong"
"Kalasin","Thailand","","Kalasin","Kalasin"
"Ubon Ratchathani","Thailand","","Ubon Ratchathani","Ubon Ratchathani"
"Surat Thani","Thailand","","Surat Thani","Surat Thani"
"Buri Ram","Thailand","","Buri Ram","Buri Ram"
"Lampang","Thailand","","Lampang","Lampang"
"Phra Nakhon Si Ayutthaya","Thailand","","Phra Nakhon Si Ayutthaya","Phra Nakhon Si Ayutthaya"
"Roi Et","Thailand","","Roi Et","Roi Et"
"Phuket","Thailand","","Phuket","Phuket"
"Nakhon Pathom","Thailand","","Nakhon Pathom","Nakhon Pathom"
"Ratchaburi","Thailand","","Ratchaburi","Ratchaburi"
"Sakon Nakhon","Thailand","","Sakon Nakhon","Sakon Nakhon"
"Kanchanaburi","Thailand","","Kanchanaburi","Kanchanaburi"
"Nakhon Si Thammarat","Thailand","","Nakhon Si Thammarat","Nakhon Si Thammarat"
"Lamphun","Thailand","","Lamphun","Lamphun"
"Phatthalung","Thailand","","Phatthalung","Phatthalung"
"Chanthaburi","Thailand","","Chanthaburi","Chanthaburi"
"Saraburi","Thailand","","Saraburi","Saraburi"
"Lop Buri","Thailand","","Lop Buri","Lop Buri"
"Nong Khai","Thailand","","Nong Khai","Nong Khai"
"Suphan Buri","Thailand","","Suphan Buri","Suphan Buri"
"Nakhon Sawan","Thailand","","Nakhon Sawan","Nakhon Sawan"
"Phayao","Thailand","","Phayao","Phayao"
"Kamphaeng Phet","Thailand","","Kamphaeng Phet","Kamphaeng Phet"
"Chachoengsao","Thailand","","Chachoengsao","Chachoengsao"
"Chai Nat","Thailand","","Chai Nat","Chai Nat"
"Chaiyaphum","Thailand","","Chaiyaphum","Chaiyaphum"
"Nong Bua Lam Phu","Thailand","","Nong Bua Lam Phu","Nong Bua Lam Phu"
"Phitsanulok","Thailand","","Phitsanulok","Phitsanulok"
"Mukdahan","Thailand","","Mukdahan","Mukdahan"
"Prachuap Khiri Khan","Thailand","","Prachuap Khiri Khan","Prachuap Khiri Khan"
"Phetchaburi","Thailand","","Phetchaburi","Phetchaburi"
"Phetchabun","Thailand","","Phetchabun","Phetchabun"
"Sukhothai","Thailand","","Sukhothai","Sukhothai"
"Loei","Thailand","","Loei","Loei"
"Si Sa Ket","Thailand","","Si Sa Ket","Si Sa Ket"
"Phrae","Thailand","","Phrae","Phrae"
"Maha Sarakham","Thailand","","Maha Sarakham","Maha Sarakham"
"Surin","Thailand","","Surin","Surin"
"Uttaradit","Thailand","","Uttaradit","Uttaradit"
"Chumphon","Thailand","","Chumphon","Chumphon"
"Tak","Thailand","","Tak","Tak"
"Sakon Sakhon","Thailand","","Sakon Sakhon","Sakon Sakhon"
"Sa Kaeo","Thailand","","Sa Kaeo","Sa Kaeo"
"Narathiwat","Thailand","","Narathiwat","Narathiwat"
"Phichit","Thailand","","Phichit","Phichit"
"Yasothon","Thailand","","Yasothon","Yasothon"
"Nakhon Phanom","Thailand","","Nakhon Phanom","Nakhon Phanom"
"DILI","Timor-Leste","","DILI","DILI"
"Aileu","Timor-Leste","","Aileu","Aileu"
"Ainaro","Timor-Leste","","Ainaro","Ainaro"
"Baucau","Timor-Leste","","Baucau","Baucau"
"Bobonaro","Timor-Leste","","Bobonaro","Bobonaro"
"Cova-Lima","Timor-Leste","","Cova-Lima","Cova-Lima"
"Ermera","Timor-Leste","","Ermera","Ermera"
"Kara","Togo","","Kara","Kara"
"Plateaux","Togo","","Plateaux","Plateaux"
"Savanes","Togo","","Savanes","Savanes"
"Centrale","Togo","","Centrale","Centrale"
"Maritime","Togo","","Maritime","Maritime"
"Sokodé","Togo","","Sokodé","Sokodé"
"Sotouboua","Togo","","Sotouboua","Sotouboua"
"Tchamba","Togo","","Tchamba","Tchamba"
"Bafilo","Togo","","Bafilo","Bafilo"
"Bassar","Togo","","Bassar","Bassar"
"Kandé","Togo","","Kandé","Kandé"
"Niamtougou","Togo","","Niamtougou","Niamtougou"
"Pagouda","Togo","","Pagouda","Pagouda"
"Préfecture de Bassar","Togo","","Préfecture de Bassar","Préfecture de Bassar"
"Atafu Village (village)","Tokelau","","Atafu Village (village)","Atafu Village (village)"
"NUKU'ALOFA","Tonga","","NUKU'ALOFA","NUKU'ALOFA"
"Pangai","Tonga","","Pangai","Pangai"
"‘Ohonua","Tonga","","‘Ohonua","‘Ohonua"
"Hihifo","Tonga","","Hihifo","Hihifo"
"PORT-OF-SPAIN","Trinidad and Tobago","","PORT-OF-SPAIN","PORT-OF-SPAIN"
"Arima","Trinidad and Tobago","","Arima","Arima"
"Arouca","Trinidad and Tobago","","Arouca","Arouca"
"Barataria","Trinidad and Tobago","","Barataria","Barataria"
"California","Trinidad and Tobago","","California","California"
"Carapichaima","Trinidad and Tobago","","Carapichaima","Carapichaima"
"Carenage","Trinidad and Tobago","","Carenage","Carenage"
"Ariana","Tunisia","","Ariana","Ariana"
"Beja","Tunisia","","Beja","Beja"
"Gafsa","Tunisia","","Gafsa","Gafsa"
"Hammamet","Tunisia","","Hammamet","Hammamet"
"Le Bardo","Tunisia","","Le Bardo","Le Bardo"
"Manouba","Tunisia","","Manouba","Manouba"
"Monastir","Tunisia","","Monastir","Monastir"
"Rades","Tunisia","","Rades","Rades"
"Sfax","Tunisia","","Sfax","Sfax"
"Sidi Bouzid","Tunisia","","Sidi Bouzid","Sidi Bouzid"
"Sousse","Tunisia","","Sousse","Sousse"
"Tunis","Tunisia","","Tunis","Tunis"
"Galaat el Andeless","Tunisia","","Galaat el Andeless","Galaat el Andeless"
"Ben Arous","Tunisia","","Ben Arous","Ben Arous"
"Hammam Lif","Tunisia","","Hammam Lif","Hammam Lif"
"La Sebala du Mornag","Tunisia","","La Sebala du Mornag","La Sebala du Mornag"
"Radès","Tunisia","","Radès","Radès"
"Al Matlīn","Tunisia","","Al Matlīn","Al Matlīn"
"Bizerte","Tunisia","","Bizerte","Bizerte"
"Bizerte Sud","Tunisia","","Bizerte Sud","Bizerte Sud"
"Douar Tindja","Tunisia","","Douar Tindja","Douar Tindja"
"El Alia","Tunisia","","El Alia","El Alia"
"Mateur","Tunisia","","Mateur","Mateur"
"Istanbul","Turkey","Istanbul","Istanbul","Istanbul"
"Cappadocia","Turkey","Nevsehir","Goreme","Cappadocia"
"Antalya","Turkey","Antalya","Antalya","Antalya"
"Pamukkale","Turkey","Denizli","Denizli","Pamukkale"
"Ephesus","Turkey","Izmir","Selcuk","Ephesus"
"Bodrum","Turkey","Mugla","Bodrum","Bodrum"
"Ankara","Turkey","Ankara","Ankara","Ankara"
"Izmir","Turkey","Izmir","Izmir","Izmir"
"Bursa","Turkey","","Bursa","Bursa"
"Adana","Turkey","","Adana","Adana"
"Kocaeli","Turkey","","Kocaeli","Kocaeli"
"Gaziantep","Turkey","","Gaziantep","Gaziantep"
"Konya","Turkey","","Konya","Konya"
"Kayseri","Turkey","","Kayseri","Kayseri"
"Diyarbakir","Turkey","","Diyarbakir","Diyarbakir"
"Mersin","Turkey","","Mersin","Mersin"
"Eskisehir","Turkey","","Eskisehir","Eskisehir"
"Sakarya","Turkey","","Sakarya","Sakarya"
"Samsun","Turkey","","Samsun","Samsun"
"Sanliurfa","Turkey","","Sanliurfa","Sanliurfa"
"Denizli","Turkey","","Denizli","Denizli"
"Kahramanmaras","Turkey","","Kahramanmaras","Kahramanmaras"
"Malatya","Turkey","","Malatya","Malatya"
"Erzurum","Turkey","","Erzurum","Erzurum"
"Van","Turkey","","Van","Van"
"Elazig","Turkey","","Elazig","Elazig"
"Batman","Turkey","","Batman","Batman"
"Sivas","Turkey","","Sivas","Sivas"
"Manisa","Turkey","","Manisa","Manisa"
"Balikesir","Turkey","","Balikesir","Balikesir"
"Tarsus","Turkey","","Tarsus","Tarsus"
"Trabzon","Turkey","","Trabzon","Trabzon"
"Çorlu","Turkey","","Çorlu","Çorlu"
"Çorum","Turkey","","Çorum","Çorum"
"Kütahya","Turkey","","Kütahya","Kütahya"
