Category,Name,Visitor Count,Climate,Price Level,Best Month,Editorial Summary,Popularity Tier,Address,UNESCO,Rating,userRatingCount,websiteUri,googleMapsUri,Keyword 1,Keyword 2,Keyword 3
City,"Milan Region 295, Italy",790477,Cfa,3,"March - May, September - November",A major global urban destination in Italy known for its tourism appeal.,19.93,"Milan Region 295, Italy",No,4.5,26866,https://www.visitmilanregion295.com,"https://www.google.com/maps/search/Afghanistan,CultureMilan+Region+295",Culture & Museums,Family,Food & Wine
City,"Dublin Region 296, Ireland",789687,Cfb,3,June - August,A major global urban destination in Ireland known for its tourism appeal.,17.03,"Dublin Region 296, Ireland",Yes,4.1,14284,https://www.visitdublinregion296.com,"https://www.google.com/maps/search/Afghanistan,CultureDublin+Region+296",City Break,Romantic,Family
City,"London Region 297, UK",788897,Cfb,4,June - August,A major global urban destination in UK known for its tourism appeal.,20.97,"London Region 297, UK",Yes,4.6,36261,https://www.visitlondonregion297.com,"https://www.google.com/maps/search/Afghanistan,CultureLondon+Region+297",Culture & Museums,Family,City Break
City,"San Francisco Region 298, USA",788108,Csb,4,May - September,A major global urban destination in USA known for its tourism appeal.,19.88,"San Francisco Region 298, USA",No,4.8,13885,https://www.visitsanfranciscoregion298.com,"https://www.google.com/maps/search/Afghanistan,CultureSan+Francisco+Region+298",Nightlife,City Break,Family
City,"Sydney Region 299, Australia",787320,Cfa,3,"March - May, September - November",A major global urban destination in Australia known for its tourism appeal.,20.41,"Sydney Region 299, Australia",Yes,4.5,34375,https://www.visitsydneyregion299.com,"https://www.google.com/maps/search/Afghanistan,CultureSydney+Region+299",City Break,Romantic,Family
City,"London Region 300, UK",786533,Cfb,4,June - August,A major global urban destination in UK known for its tourism appeal.,17.24,"London Region 300, UK",No,4.4,8268,https://www.visitlondonregion300.com,"https://www.google.com/maps/search/Afghanistan,CultureLondon+Region+300",Family,Culture & Museums,Nightlife
City,"Rome Region 301, Italy",785746,Csa,3,"April - June, September - October",A major global urban destination in Italy known for its tourism appeal.,15.69,"Rome Region 301, Italy",No,4.0,8383,https://www.visitromeregion301.com,"https://www.google.com/maps/search/Afghanistan,CultureRome+Region+301",Nightlife,Romantic,Family
City,"Kuala Lumpur Region 302, Malaysia",784961,Af,1,Year Round,A major global urban destination in Malaysia known for its tourism appeal.,18.56,"Kuala Lumpur Region 302, Malaysia",Yes,4.4,16488,https://www.visitkualalumpurregion302.com,"https://www.google.com/maps/search/Afghanistan,CultureKuala+Lumpur+Region+302",Romantic,Food & Wine,Nightlife
City,"Lisbon Region 303, Portugal",784176,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,16.87,"Lisbon Region 303, Portugal",No,3.8,27532,https://www.visitlisbonregion303.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+303",Family,Nightlife,Culture & Museums
City,"Prague Region 304, Czech Republic",783391,Cfb,2,June - August,A major global urban destination in Czech Republic known for its tourism appeal.,18.27,"Prague Region 304, Czech Republic",Yes,4.1,28510,https://www.visitpragueregion304.com,"https://www.google.com/maps/search/Afghanistan,CulturePrague+Region+304",Food & Wine,City Break,Culture & Museums
City,"Tokyo Region 305, Japan",782608,Cfa,3,"March - May, September - November",A major global urban destination in Japan known for its tourism appeal.,20.1,"Tokyo Region 305, Japan",Yes,4.7,18929,https://www.visittokyoregion305.com,"https://www.google.com/maps/search/Afghanistan,CultureTokyo+Region+305",Romantic,Nightlife,Food & Wine
City,"Bangkok Region 306, Thailand",781825,Aw,1,November - April,A major global urban destination in Thailand known for its tourism appeal.,20.7,"Bangkok Region 306, Thailand",Yes,4.9,16797,https://www.visitbangkokregion306.com,"https://www.google.com/maps/search/Afghanistan,CultureBangkok+Region+306",Nightlife,Family,City Break
City,"Hanoi Region 307, Vietnam",781044,Cwa,1,October - April,A major global urban destination in Vietnam known for its tourism appeal.,22.24,"Hanoi Region 307, Vietnam",Yes,4.9,34603,https://www.visithanoiregion307.com,"https://www.google.com/maps/search/Afghanistan,CultureHanoi+Region+307",City Break,Nightlife,Culture & Museums
City,"Pattaya Region 308, Thailand",780263,Aw,1,November - April,A major global urban destination in Thailand known for its tourism appeal.,16.37,"Pattaya Region 308, Thailand",No,3.8,20362,https://www.visitpattayaregion308.com,"https://www.google.com/maps/search/Afghanistan,CulturePattaya+Region+308",Culture & Museums,Nightlife,Romantic
City,"Lisbon Region 309, Portugal",779482,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,17.65,"Lisbon Region 309, Portugal",No,3.9,33638,https://www.visitlisbonregion309.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+309",Culture & Museums,Family,Romantic
City,"Las Vegas Region 310, USA",778703,BWk,3,May - September,A major global urban destination in USA known for its tourism appeal.,20.12,"Las Vegas Region 310, USA",Yes,4.6,23600,https://www.visitlasvegasregion310.com,"https://www.google.com/maps/search/Afghanistan,CultureLas+Vegas+Region+310",City Break,Food & Wine,Culture & Museums
City,"Las Vegas Region 311, USA",777924,BWk,3,May - September,A major global urban destination in USA known for its tourism appeal.,16.61,"Las Vegas Region 311, USA",Yes,4.1,11222,https://www.visitlasvegasregion311.com,"https://www.google.com/maps/search/Afghanistan,CultureLas+Vegas+Region+311",Food & Wine,City Break,Romantic
City,"Miami Region 312, USA",777146,Am,3,December - March,A major global urban destination in USA known for its tourism appeal.,18.55,"Miami Region 312, USA",No,4.3,20626,https://www.visitmiamiregion312.com,"https://www.google.com/maps/search/Afghanistan,CultureMiami+Region+312",Family,Food & Wine,Culture & Museums
City,"Athens Region 313, Greece",776369,Csa,2,"April - June, September - October",A major global urban destination in Greece known for its tourism appeal.,19.87,"Athens Region 313, Greece",No,4.6,20901,https://www.visitathensregion313.com,"https://www.google.com/maps/search/Afghanistan,CultureAthens+Region+313",Romantic,Nightlife,Culture & Museums
City,"Amsterdam Region 314, Netherlands",775593,Cfb,3,June - August,A major global urban destination in Netherlands known for its tourism appeal.,16.72,"Amsterdam Region 314, Netherlands",No,4.0,15143,https://www.visitamsterdamregion314.com,"https://www.google.com/maps/search/Afghanistan,CultureAmsterdam+Region+314",Family,Romantic,Nightlife
City,"Buenos Aires Region 315, Argentina",774817,Cfa,1,"March - May, September - November",A major global urban destination in Argentina known for its tourism appeal.,18.54,"Buenos Aires Region 315, Argentina",No,4.2,25974,https://www.visitbuenosairesregion315.com,"https://www.google.com/maps/search/Afghanistan,CultureBuenos+Aires+Region+315",City Break,Culture & Museums,Nightlife
City,"Jerusalem Region 316, Israel",774042,Csa,3,"April - June, September - October",A major global urban destination in Israel known for its tourism appeal.,20.43,"Jerusalem Region 316, Israel",No,4.6,27689,https://www.visitjerusalemregion316.com,"https://www.google.com/maps/search/Afghanistan,CultureJerusalem+Region+316",Food & Wine,Romantic,Culture & Museums
City,"Kuala Lumpur Region 317, Malaysia",773268,Af,1,Year Round,A major global urban destination in Malaysia known for its tourism appeal.,19.22,"Kuala Lumpur Region 317, Malaysia",No,4.9,8378,https://www.visitkualalumpurregion317.com,"https://www.google.com/maps/search/Afghanistan,CultureKuala+Lumpur+Region+317",Food & Wine,Nightlife,Culture & Museums
City,"Hong Kong Region 318, China",772495,Cwa,3,October - April,A major global urban destination in China known for its tourism appeal.,18.29,"Hong Kong Region 318, China",Yes,4.4,14324,https://www.visithongkongregion318.com,"https://www.google.com/maps/search/Afghanistan,CultureHong+Kong+Region+318",Nightlife,Family,City Break
City,"Antalya Region 319, Turkey",771723,Csa,1,"April - June, September - October",A major global urban destination in Turkey known for its tourism appeal.,21.59,"Antalya Region 319, Turkey",No,4.9,25443,https://www.visitantalyaregion319.com,"https://www.google.com/maps/search/Afghanistan,CultureAntalya+Region+319",Romantic,Culture & Museums,Food & Wine
City,"Milan Region 320, Italy",770951,Cfa,3,"March - May, September - November",A major global urban destination in Italy known for its tourism appeal.,18.97,"Milan Region 320, Italy",Yes,4.3,25758,https://www.visitmilanregion320.com,"https://www.google.com/maps/search/Afghanistan,CultureMilan+Region+320",Romantic,Family,Nightlife
City,"Munich Region 321, Germany",770180,Cfb,3,June - August,A major global urban destination in Germany known for its tourism appeal.,16.48,"Munich Region 321, Germany",No,4.0,13175,https://www.visitmunichregion321.com,"https://www.google.com/maps/search/Afghanistan,CultureMunich+Region+321",Nightlife,Family,City Break
City,"Barcelona Region 322, Spain",769410,Csa,2,"April - June, September - October",A major global urban destination in Spain known for its tourism appeal.,17.87,"Barcelona Region 322, Spain",No,4.1,22776,https://www.visitbarcelonaregion322.com,"https://www.google.com/maps/search/Afghanistan,CultureBarcelona+Region+322",Family,Culture & Museums,Nightlife
City,"Toronto Region 323, Canada",768640,Dfa,3,May - September,A major global urban destination in Canada known for its tourism appeal.,19.44,"Toronto Region 323, Canada",No,4.4,26194,https://www.visittorontoregion323.com,"https://www.google.com/maps/search/Afghanistan,CultureToronto+Region+323",Culture & Museums,Food & Wine,Family
City,"Seoul Region 324, South Korea",767872,Dwa,2,May - October,A major global urban destination in South Korea known for its tourism appeal.,21.07,"Seoul Region 324, South Korea",Yes,4.6,37995,https://www.visitseoulregion324.com,"https://www.google.com/maps/search/Afghanistan,CultureSeoul+Region+324",Family,Romantic,Nightlife
City,"London Region 325, UK",767104,Cfb,4,June - August,A major global urban destination in UK known for its tourism appeal.,19.93,"London Region 325, UK",Yes,4.8,14191,https://www.visitlondonregion325.com,"https://www.google.com/maps/search/Afghanistan,CultureLondon+Region+325",Culture & Museums,Romantic,Family
City,"Palma de Mallorca Region 326, Spain",766337,Csa,2,"April - June, September - October",A major global urban destination in Spain known for its tourism appeal.,18.16,"Palma de Mallorca Region 326, Spain",Yes,4.0,34683,https://www.visitpalmademallorcaregion326.com,"https://www.google.com/maps/search/Afghanistan,CulturePalma+de+Mallorca+Region+326",Nightlife,City Break,Culture & Museums
City,"Phuket Region 327, Thailand",765570,Am,1,December - March,A major global urban destination in Thailand known for its tourism appeal.,20.48,"Phuket Region 327, Thailand",Yes,4.7,22745,https://www.visitphuketregion327.com,"https://www.google.com/maps/search/Afghanistan,CulturePhuket+Region+327",Family,Romantic,Nightlife
City,"Tokyo Region 328, Japan",764805,Cfa,3,"March - May, September - November",A major global urban destination in Japan known for its tourism appeal.,18.66,"Tokyo Region 328, Japan",No,4.2,27758,https://www.visittokyoregion328.com,"https://www.google.com/maps/search/Afghanistan,CultureTokyo+Region+328",City Break,Food & Wine,Family
City,"Madrid Region 329, Spain",764040,Csa,2,"April - June, September - October",A major global urban destination in Spain known for its tourism appeal.,20.86,"Madrid Region 329, Spain",Yes,4.8,22184,https://www.visitmadridregion329.com,"https://www.google.com/maps/search/Afghanistan,CultureMadrid+Region+329",Culture & Museums,Food & Wine,Romantic
City,"San Francisco Region 330, USA",763276,Csb,4,May - September,A major global urban destination in USA known for its tourism appeal.,21.2,"San Francisco Region 330, USA",Yes,4.8,26098,https://www.visitsanfranciscoregion330.com,"https://www.google.com/maps/search/Afghanistan,CultureSan+Francisco+Region+330",City Break,Romantic,Family
City,"Paris Region 331, France",762513,Cfb,3,June - August,A major global urban destination in France known for its tourism appeal.,18.05,"Paris Region 331, France",No,4.6,8387,https://www.visitparisregion331.com,"https://www.google.com/maps/search/Afghanistan,CultureParis+Region+331",Nightlife,Romantic,Culture & Museums
City,"Paris Region 332, France",761750,Cfb,3,June - August,A major global urban destination in France known for its tourism appeal.,16.95,"Paris Region 332, France",Yes,3.8,28896,https://www.visitparisregion332.com,"https://www.google.com/maps/search/Afghanistan,CultureParis+Region+332",Family,Romantic,City Break
City,"Warsaw Region 333, Poland",760988,Dfb,2,June - August,A major global urban destination in Poland known for its tourism appeal.,19.9,"Warsaw Region 333, Poland",Yes,4.4,33396,https://www.visitwarsawregion333.com,"https://www.google.com/maps/search/Afghanistan,CultureWarsaw+Region+333",Family,Romantic,Food & Wine
City,"Lisbon Region 334, Portugal",760227,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,18.13,"Lisbon Region 334, Portugal",No,4.2,20783,https://www.visitlisbonregion334.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+334",Culture & Museums,Nightlife,Romantic
City,"Buenos Aires Region 335, Argentina",759467,Cfa,1,"March - May, September - November",A major global urban destination in Argentina known for its tourism appeal.,17.35,"Buenos Aires Region 335, Argentina",Yes,4.4,8770,https://www.visitbuenosairesregion335.com,"https://www.google.com/maps/search/Afghanistan,CultureBuenos+Aires+Region+335",Nightlife,City Break,Food & Wine
City,"Florence Region 336, Italy",758708,Cfa,3,"March - May, September - November",A major global urban destination in Italy known for its tourism appeal.,20.05,"Florence Region 336, Italy",No,4.5,28497,https://www.visitflorenceregion336.com,"https://www.google.com/maps/search/Afghanistan,CultureFlorence+Region+336",Romantic,Culture & Museums,City Break
City,"Amsterdam Region 337, Netherlands",757949,Cfb,3,June - August,A major global urban destination in Netherlands known for its tourism appeal.,18.69,"Amsterdam Region 337, Netherlands",No,4.3,22159,https://www.visitamsterdamregion337.com,"https://www.google.com/maps/search/Afghanistan,CultureAmsterdam+Region+337",Family,Culture & Museums,City Break
City,"Berlin Region 338, Germany",757191,Cfb,2,June - August,A major global urban destination in Germany known for its tourism appeal.,20.27,"Berlin Region 338, Germany",Yes,4.5,32002,https://www.visitberlinregion338.com,"https://www.google.com/maps/search/Afghanistan,CultureBerlin+Region+338",Romantic,City Break,Food & Wine
City,"Palma de Mallorca Region 339, Spain",756434,Csa,2,"April - June, September - October",A major global urban destination in Spain known for its tourism appeal.,17.58,"Palma de Mallorca Region 339, Spain",No,3.9,32159,https://www.visitpalmademallorcaregion339.com,"https://www.google.com/maps/search/Afghanistan,CulturePalma+de+Mallorca+Region+339",Family,City Break,Food & Wine
City,"Mexico City Region 340, Mexico",755677,Cwb,1,April - October,A major global urban destination in Mexico known for its tourism appeal.,19.48,"Mexico City Region 340, Mexico",Yes,4.3,33946,https://www.visitmexicocityregion340.com,"https://www.google.com/maps/search/Afghanistan,CultureMexico+City+Region+340",Family,Romantic,Culture & Museums
City,"Ho Chi Minh City Region 341, Vietnam",754922,Aw,1,November - April,A major global urban destination in Vietnam known for its tourism appeal.,18.05,"Ho Chi Minh City Region 341, Vietnam",Yes,4.4,12658,https://www.visithochiminhcityregion341.com,"https://www.google.com/maps/search/Afghanistan,CultureHo+Chi+Minh+City+Region+341",Family,Food & Wine,City Break
City,"New Delhi Region 342, India",754167,BSh,1,October - March,A major global urban destination in India known for its tourism appeal.,17.55,"New Delhi Region 342, India",No,4.0,24351,https://www.visitnewdelhiregion342.com,"https://www.google.com/maps/search/Afghanistan,CultureNew+Delhi+Region+342",Nightlife,Family,Food & Wine
City,"Mumbai Region 343, India",753413,Aw,1,November - April,A major global urban destination in India known for its tourism appeal.,15.57,"Mumbai Region 343, India",Yes,4.0,7786,https://www.visitmumbairegion343.com,"https://www.google.com/maps/search/Afghanistan,CultureMumbai+Region+343",Romantic,Culture & Museums,Food & Wine
City,"Milan Region 344, Italy",752659,Cfa,3,"March - May, September - November",A major global urban destination in Italy known for its tourism appeal.,19.62,"Milan Region 344, Italy",Yes,4.5,22942,https://www.visitmilanregion344.com,"https://www.google.com/maps/search/Afghanistan,CultureMilan+Region+344",Food & Wine,Family,Culture & Museums
City,"Jaipur Region 345, India",751907,BSh,1,October - March,A major global urban destination in India known for its tourism appeal.,18.04,"Jaipur Region 345, India",Yes,4.5,10203,https://www.visitjaipurregion345.com,"https://www.google.com/maps/search/Afghanistan,CultureJaipur+Region+345",Culture & Museums,City Break,Romantic
City,"Bangalore Region 346, India",751155,Aw,1,November - April,A major global urban destination in India known for its tourism appeal.,16.41,"Bangalore Region 346, India",Yes,3.8,20838,https://www.visitbangaloreregion346.com,"https://www.google.com/maps/search/Afghanistan,CultureBangalore+Region+346",Family,Nightlife,Food & Wine
City,"Munich Region 347, Germany",750403,Cfb,3,June - August,A major global urban destination in Germany known for its tourism appeal.,19.53,"Munich Region 347, Germany",Yes,4.7,14281,https://www.visitmunichregion347.com,"https://www.google.com/maps/search/Afghanistan,CultureMunich+Region+347",Family,Food & Wine,Nightlife
City,"Mexico City Region 348, Mexico",749653,Cwb,1,April - October,A major global urban destination in Mexico known for its tourism appeal.,17.84,"Mexico City Region 348, Mexico",Yes,4.1,22509,https://www.visitmexicocityregion348.com,"https://www.google.com/maps/search/Afghanistan,CultureMexico+City+Region+348",Romantic,Food & Wine,Family
City,"Warsaw Region 349, Poland",748903,Dfb,2,June - August,A major global urban destination in Poland known for its tourism appeal.,17.32,"Warsaw Region 349, Poland",Yes,3.9,27653,https://www.visitwarsawregion349.com,"https://www.google.com/maps/search/Afghanistan,CultureWarsaw+Region+349",Nightlife,Romantic,City Break
City,"Phuket Region 350, Thailand",748155,Am,1,December - March,A major global urban destination in Thailand known for its tourism appeal.,17.52,"Phuket Region 350, Thailand",No,4.5,7818,https://www.visitphuketregion350.com,"https://www.google.com/maps/search/Afghanistan,CulturePhuket+Region+350",Nightlife,Family,Food & Wine
City,"New York City Region 351, USA",747406,Cfa,4,"March - May, September - November",A major global urban destination in USA known for its tourism appeal.,20.61,"New York City Region 351, USA",No,4.6,30276,https://www.visitnewyorkcityregion351.com,"https://www.google.com/maps/search/Afghanistan,CultureNew+York+City+Region+351",Culture & Museums,City Break,Romantic
City,"Kyoto Region 352, Japan",746659,Cfa,2,"March - May, September - November",A major global urban destination in Japan known for its tourism appeal.,20.25,"Kyoto Region 352, Japan",Yes,4.6,25183,https://www.visitkyotoregion352.com,"https://www.google.com/maps/search/Afghanistan,CultureKyoto+Region+352",Romantic,City Break,Family
City,"Jaipur Region 353, India",745912,BSh,1,October - March,A major global urban destination in India known for its tourism appeal.,16.3,"Jaipur Region 353, India",No,3.9,15080,https://www.visitjaipurregion353.com,"https://www.google.com/maps/search/Afghanistan,CultureJaipur+Region+353",Romantic,Culture & Museums,Family
City,"Istanbul Region 354, Turkey",745166,Csa,1,"April - June, September - October",A major global urban destination in Turkey known for its tourism appeal.,19.0,"Istanbul Region 354, Turkey",No,4.4,20845,https://www.visitistanbulregion354.com,"https://www.google.com/maps/search/Afghanistan,CultureIstanbul+Region+354",City Break,Family,Nightlife
City,"Dublin Region 355, Ireland",744421,Cfb,3,June - August,A major global urban destination in Ireland known for its tourism appeal.,18.69,"Dublin Region 355, Ireland",No,4.1,36262,https://www.visitdublinregion355.com,"https://www.google.com/maps/search/Afghanistan,CultureDublin+Region+355",Family,Culture & Museums,Nightlife
City,"Cape Town Region 356, South Africa",743677,Csb,2,May - September,A major global urban destination in South Africa known for its tourism appeal.,15.27,"Cape Town Region 356, South Africa",Yes,3.8,10429,https://www.visitcapetownregion356.com,"https://www.google.com/maps/search/Afghanistan,CultureCape+Town+Region+356",Romantic,Family,Culture & Museums
City,"Cape Town Region 357, South Africa",742933,Csb,2,May - September,A major global urban destination in South Africa known for its tourism appeal.,16.13,"Cape Town Region 357, South Africa",No,3.9,13664,https://www.visitcapetownregion357.com,"https://www.google.com/maps/search/Afghanistan,CultureCape+Town+Region+357",City Break,Family,Romantic
City,"Stockholm Region 358, Sweden",742190,Dfb,4,June - August,A major global urban destination in Sweden known for its tourism appeal.,16.25,"Stockholm Region 358, Sweden",No,3.9,14674,https://www.visitstockholmregion358.com,"https://www.google.com/maps/search/Afghanistan,CultureStockholm+Region+358",Nightlife,Culture & Museums,Food & Wine
City,"Las Vegas Region 359, USA",741448,BWk,3,May - September,A major global urban destination in USA known for its tourism appeal.,16.54,"Las Vegas Region 359, USA",No,4.1,10815,https://www.visitlasvegasregion359.com,"https://www.google.com/maps/search/Afghanistan,CultureLas+Vegas+Region+359",City Break,Romantic,Food & Wine
City,"Venice Region 360, Italy",740707,Cfa,3,"March - May, September - November",A major global urban destination in Italy known for its tourism appeal.,15.45,"Venice Region 360, Italy",No,3.9,9147,https://www.visitveniceregion360.com,"https://www.google.com/maps/search/Afghanistan,CultureVenice+Region+360",Culture & Museums,Family,Romantic
City,"Dubai Region 361, UAE",739966,BWh,4,November - March,A major global urban destination in UAE known for its tourism appeal.,19.71,"Dubai Region 361, UAE",Yes,4.4,30223,https://www.visitdubairegion361.com,"https://www.google.com/maps/search/Afghanistan,CultureDubai+Region+361",Family,Food & Wine,Culture & Museums
City,"Lisbon Region 362, Portugal",739226,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,17.8,"Lisbon Region 362, Portugal",Yes,4.0,28103,https://www.visitlisbonregion362.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+362",Romantic,Culture & Museums,Nightlife
City,"Miami Region 363, USA",738487,Am,3,December - March,A major global urban destination in USA known for its tourism appeal.,17.45,"Miami Region 363, USA",No,4.2,14291,https://www.visitmiamiregion363.com,"https://www.google.com/maps/search/Afghanistan,CultureMiami+Region+363",Nightlife,Family,Food & Wine
City,"Antalya Region 364, Turkey",737748,Csa,1,"April - June, September - October",A major global urban destination in Turkey known for its tourism appeal.,20.41,"Antalya Region 364, Turkey",Yes,4.9,14658,https://www.visitantalyaregion364.com,"https://www.google.com/maps/search/Afghanistan,CultureAntalya+Region+364",Family,Food & Wine,Nightlife
City,"Miami Region 365, USA",737010,Am,3,December - March,A major global urban destination in USA known for its tourism appeal.,19.36,"Miami Region 365, USA",Yes,4.4,25123,https://www.visitmiamiregion365.com,"https://www.google.com/maps/search/Afghanistan,CultureMiami+Region+365",City Break,Nightlife,Family
City,"Warsaw Region 366, Poland",736273,Dfb,2,June - August,A major global urban destination in Poland known for its tourism appeal.,20.93,"Warsaw Region 366, Poland",No,4.9,18667,https://www.visitwarsawregion366.com,"https://www.google.com/maps/search/Afghanistan,CultureWarsaw+Region+366",Family,City Break,Food & Wine
City,"Taipei Region 367, Taiwan",735537,Cfa,2,"March - May, September - November",A major global urban destination in Taiwan known for its tourism appeal.,21.53,"Taipei Region 367, Taiwan",Yes,4.9,24776,https://www.visittaipeiregion367.com,"https://www.google.com/maps/search/Afghanistan,CultureTaipei+Region+367",Romantic,City Break,Culture & Museums
City,"Stockholm Region 368, Sweden",734802,Dfb,4,June - August,A major global urban destination in Sweden known for its tourism appeal.,20.05,"Stockholm Region 368, Sweden",Yes,4.4,36091,https://www.visitstockholmregion368.com,"https://www.google.com/maps/search/Afghanistan,CultureStockholm+Region+368",Family,Romantic,Food & Wine
City,"Sydney Region 369, Australia",734067,Cfa,3,"March - May, September - November",A major global urban destination in Australia known for its tourism appeal.,18.57,"Sydney Region 369, Australia",No,4.1,33784,https://www.visitsydneyregion369.com,"https://www.google.com/maps/search/Afghanistan,CultureSydney+Region+369",Nightlife,City Break,Food & Wine
City,"Phuket Region 370, Thailand",733333,Am,1,December - March,A major global urban destination in Thailand known for its tourism appeal.,18.16,"Phuket Region 370, Thailand",Yes,4.2,21061,https://www.visitphuketregion370.com,"https://www.google.com/maps/search/Afghanistan,CulturePhuket+Region+370",Family,Culture & Museums,Nightlife
City,"Prague Region 371, Czech Republic",732599,Cfb,2,June - August,A major global urban destination in Czech Republic known for its tourism appeal.,21.37,"Prague Region 371, Czech Republic",Yes,4.9,22972,https://www.visitpragueregion371.com,"https://www.google.com/maps/search/Afghanistan,CulturePrague+Region+371",Romantic,Nightlife,Food & Wine
City,"Bangalore Region 372, India",731867,Aw,1,November - April,A major global urban destination in India known for its tourism appeal.,16.79,"Bangalore Region 372, India",No,4.2,9939,https://www.visitbangaloreregion372.com,"https://www.google.com/maps/search/Afghanistan,CultureBangalore+Region+372",Nightlife,Culture & Museums,Romantic
City,"Tokyo Region 373, Japan",731135,Cfa,3,"March - May, September - November",A major global urban destination in Japan known for its tourism appeal.,19.31,"Tokyo Region 373, Japan",Yes,4.4,24436,https://www.visittokyoregion373.com,"https://www.google.com/maps/search/Afghanistan,CultureTokyo+Region+373",Romantic,Family,Nightlife
City,"Toronto Region 374, Canada",730404,Dfa,3,May - September,A major global urban destination in Canada known for its tourism appeal.,21.0,"Toronto Region 374, Canada",No,4.7,29409,https://www.visittorontoregion374.com,"https://www.google.com/maps/search/Afghanistan,CultureToronto+Region+374",Nightlife,Family,City Break
City,"Antalya Region 375, Turkey",729673,Csa,1,"April - June, September - October",A major global urban destination in Turkey known for its tourism appeal.,21.09,"Antalya Region 375, Turkey",No,4.7,30749,https://www.visitantalyaregion375.com,"https://www.google.com/maps/search/Afghanistan,CultureAntalya+Region+375",Nightlife,Romantic,Culture & Museums
City,"Bangkok Region 376, Thailand",728944,Aw,1,November - April,A major global urban destination in Thailand known for its tourism appeal.,20.34,"Bangkok Region 376, Thailand",No,4.7,21248,https://www.visitbangkokregion376.com,"https://www.google.com/maps/search/Afghanistan,CultureBangkok+Region+376",Romantic,City Break,Family
City,"Phuket Region 377, Thailand",728215,Am,1,December - March,A major global urban destination in Thailand known for its tourism appeal.,18.99,"Phuket Region 377, Thailand",No,4.4,20710,https://www.visitphuketregion377.com,"https://www.google.com/maps/search/Afghanistan,CulturePhuket+Region+377",Romantic,City Break,Nightlife
City,"New Delhi Region 378, India",727487,BSh,1,October - March,A major global urban destination in India known for its tourism appeal.,19.2,"New Delhi Region 378, India",Yes,4.7,12185,https://www.visitnewdelhiregion378.com,"https://www.google.com/maps/search/Afghanistan,CultureNew+Delhi+Region+378",Nightlife,Culture & Museums,Family
City,"Shanghai Region 379, China",726759,Cfa,2,"March - May, September - November",A major global urban destination in China known for its tourism appeal.,18.99,"Shanghai Region 379, China",Yes,4.4,20712,https://www.visitshanghairegion379.com,"https://www.google.com/maps/search/Afghanistan,CultureShanghai+Region+379",Nightlife,Family,Food & Wine
City,"Lisbon Region 380, Portugal",726032,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,15.55,"Lisbon Region 380, Portugal",Yes,3.9,9719,https://www.visitlisbonregion380.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+380",Romantic,Family,Culture & Museums
City,"Barcelona Region 381, Spain",725306,Csa,2,"April - June, September - October",A major global urban destination in Spain known for its tourism appeal.,18.14,"Barcelona Region 381, Spain",Yes,4.4,13290,https://www.visitbarcelonaregion381.com,"https://www.google.com/maps/search/Afghanistan,CultureBarcelona+Region+381",City Break,Romantic,Family
City,"Lisbon Region 382, Portugal",724581,Csa,2,"April - June, September - October",A major global urban destination in Portugal known for its tourism appeal.,18.64,"Lisbon Region 382, Portugal",Yes,4.4,17255,https://www.visitlisbonregion382.com,"https://www.google.com/maps/search/Afghanistan,CultureLisbon+Region+382",Romantic,Food & Wine,Family
City,"New Delhi Region 383, India",723856,BSh,1,October - March,A major global urban destination in India known for its tourism appeal.,18.53,"New Delhi Region 383, India",Yes,4.3,20409,https://www.visitnewdelhiregion383.com,"https://www.google.com/maps/search/Afghanistan,CultureNew+Delhi+Region+383",Family,City Break,Nightlife
City,"Vienna Region 384, Austria",723133,Cfb,3,June - August,A major global urban destination in Austria known for its tourism appeal.,21.46,"Vienna Region 384, Austria",Yes,4.8,29611,https://www.visitviennaregion384.com,"https://www.google.com/maps/search/Afghanistan,CultureVienna+Region+384",City Break,Culture & Museums,Romantic
City,"Kyoto Region 385, Japan",722409,Cfa,2,"March - May, September - November",A major global urban destination in Japan known for its tourism appeal.,17.03,"Kyoto Region 385, Japan",Yes,4.3,9144,https://www.visitkyotoregion385.com,"https://www.google.com/maps/search/Afghanistan,CultureKyoto+Region+385",Nightlife,City Break,Romantic
City,"Singapore Region 386, Singapore",721687,Af,4,Year Round,A major global urban destination in Singapore known for its tourism appeal.,18.47,"Singapore Region 386, Singapore",No,4.1,31954,https://www.visitsingaporeregion386.com,"https://www.google.com/maps/search/Afghanistan,CultureSingapore+Region+386",Family,Nightlife,Food & Wine
